,genes,hgnc_id
ENSG00000152944,MED21,HGNC:11473
ENSG00000152952,PLOD2,HGNC:9082
ENSG00000152953,STK32B,HGNC:14217
ENSG00000152954,NRSN1,HGNC:17881
ENSG00000152969,JAKMIP1,HGNC:26460
ENSG00000152977,ZIC1,HGNC:12872
ENSG00000152990,ADGRA3,HGNC:13839
ENSG00000153002,CPB1,HGNC:2299
ENSG00000153006,SREK1IP1,HGNC:26716
ENSG00000153012,LGI2,HGNC:18710
ENSG00000153015,CWC27,HGNC:10664
ENSG00000153029,MR1,HGNC:4975
ENSG00000153037,SRP19,HGNC:11300
ENSG00000153044,CENPH,HGNC:17268
ENSG00000153046,CDYL,HGNC:1811
ENSG00000153048,CARHSP1,HGNC:17150
ENSG00000153060,TEKT5,HGNC:26554
ENSG00000153064,BANK1,HGNC:18233
ENSG00000153066,TXNDC11,HGNC:28030
ENSG00000153071,DAB2,HGNC:2662
ENSG00000153086,ACMSD,HGNC:19288
ENSG00000153093,ACOXL,HGNC:25621
ENSG00000153094,BCL2L11,HGNC:994
ENSG00000153107,ANAPC1,HGNC:19988
ENSG00000153113,CAST,HGNC:1515
ENSG00000153130,SCOC,HGNC:20335
ENSG00000153132,CLGN,HGNC:2060
ENSG00000153140,CETN3,HGNC:1868
ENSG00000153147,SMARCA5,HGNC:11101
ENSG00000153157,SYCP2L,HGNC:21537
ENSG00000153162,BMP6,HGNC:1073
ENSG00000153165,RGPD3,HGNC:32416
ENSG00000153179,RASSF3,HGNC:14271
ENSG00000153187,HNRNPU,HGNC:5048
ENSG00000153201,RANBP2,HGNC:9848
ENSG00000153207,AHCTF1,HGNC:24618
ENSG00000153208,MERTK,HGNC:7027
ENSG00000153214,TMEM87B,HGNC:25913
ENSG00000153230,OR14K1,HGNC:15025
ENSG00000153233,PTPRR,HGNC:9680
ENSG00000153234,NR4A2,HGNC:7981
ENSG00000153237,CCDC148,HGNC:25191
ENSG00000153246,PLA2R1,HGNC:9042
ENSG00000153250,RBMS1,HGNC:9907
ENSG00000153253,SCN3A,HGNC:10590
ENSG00000153266,FEZF2,HGNC:13506
ENSG00000153283,CD96,HGNC:16892
ENSG00000153291,SLC25A27,HGNC:21065
ENSG00000153292,ADGRF1,HGNC:18990
ENSG00000153294,ADGRF4,HGNC:19011
ENSG00000153303,FRMD1,HGNC:21240
ENSG00000153310,CYRIB,HGNC:25216
ENSG00000153317,ASAP1,HGNC:2720
ENSG00000153339,TRAPPC8,HGNC:29169
ENSG00000153347,FAM81B,HGNC:26335
ENSG00000153391,INO80C,HGNC:26994
ENSG00000153395,LPCAT1,HGNC:25718
ENSG00000153404,PLEKHG4B,HGNC:29399
ENSG00000153406,NMRAL1,HGNC:24987
ENSG00000153443,UBALD1,HGNC:29576
ENSG00000153446,C16orf89,HGNC:28687
ENSG00000153485,TMEM251,HGNC:20218
ENSG00000153487,ING1,HGNC:6062
ENSG00000153495,TEX29,HGNC:20370
ENSG00000153498,SPACA7,HGNC:29575
ENSG00000153531,ADPRHL1,HGNC:21303
ENSG00000153551,CMTM7,HGNC:19178
ENSG00000153558,FBXL2,HGNC:13598
ENSG00000153560,UBP1,HGNC:12507
ENSG00000153561,RMND5A,HGNC:25850
ENSG00000153563,CD8A,HGNC:1706
ENSG00000153574,RPIA,HGNC:10297
ENSG00000153684,GOLGA8F,HGNC:32378
ENSG00000153707,PTPRD,HGNC:9668
ENSG00000153714,LURAP1L,HGNC:31452
ENSG00000153721,CNKSR3,HGNC:23034
ENSG00000153767,GTF2E1,HGNC:4650
ENSG00000153774,CFDP1,HGNC:1873
ENSG00000153779,TGIF2LX,HGNC:18570
ENSG00000153786,ZDHHC7,HGNC:18459
ENSG00000153789,CIBAR2,HGNC:24781
ENSG00000153790,C7orf31,HGNC:21722
ENSG00000153802,TMPRSS11D,HGNC:24059
ENSG00000153814,JAZF1,HGNC:28917
ENSG00000153815,CMIP,HGNC:24319
ENSG00000153820,SPHKAP,HGNC:30619
ENSG00000153822,KCNJ16,HGNC:6262
ENSG00000153823,PID1,HGNC:26084
ENSG00000153827,TRIP12,HGNC:12306
ENSG00000153832,FBXO36,HGNC:27020
ENSG00000153879,CEBPG,HGNC:1837
ENSG00000153885,KCTD15,HGNC:23297
ENSG00000153896,ZNF599,HGNC:26408
ENSG00000153898,MCOLN2,HGNC:13357
ENSG00000153902,LGI4,HGNC:18712
ENSG00000153904,DDAH1,HGNC:2715
ENSG00000153914,SREK1,HGNC:17882
ENSG00000153922,CHD1,HGNC:1915
ENSG00000153930,ANKFN1,HGNC:26766
ENSG00000153933,DGKE,HGNC:2852
ENSG00000153936,HS2ST1,HGNC:5193
ENSG00000153944,MSI2,HGNC:18585
ENSG00000153956,CACNA2D1,HGNC:1399
ENSG00000153975,ZUP1,HGNC:21224
ENSG00000153976,HS3ST3A1,HGNC:5196
ENSG00000153982,GDPD1,HGNC:20883
ENSG00000153989,NUS1,HGNC:21042
ENSG00000153993,SEMA3D,HGNC:10726
ENSG00000154001,PPP2R5E,HGNC:9313
ENSG00000154007,ASB17,HGNC:19769
ENSG00000154016,GRAP,HGNC:4562
ENSG00000154025,SLC5A10,HGNC:23155
ENSG00000154027,AK5,HGNC:365
ENSG00000154040,CABYR,HGNC:15569
ENSG00000154059,IMPACT,HGNC:20387
ENSG00000154065,ANKRD29,HGNC:27110
ENSG00000154079,SDHAF4,HGNC:20957
ENSG00000154080,CHST9,HGNC:19898
ENSG00000154096,THY1,HGNC:11801
ENSG00000154099,DNAAF1,HGNC:30539
ENSG00000154102,C16orf74,HGNC:23362
ENSG00000154114,TBCEL,HGNC:28115
ENSG00000154118,JPH3,HGNC:14203
ENSG00000154122,ANKH,HGNC:15492
ENSG00000154124,OTULIN,HGNC:25118
ENSG00000154127,UBASH3B,HGNC:29884
ENSG00000154133,ROBO4,HGNC:17985
ENSG00000154134,ROBO3,HGNC:13433
ENSG00000154143,PANX3,HGNC:20573
ENSG00000154144,TBRG1,HGNC:29551
ENSG00000154146,NRGN,HGNC:8000
ENSG00000154153,RETREG1,HGNC:25964
ENSG00000154162,CDH12,HGNC:1751
ENSG00000154165,GPR15,HGNC:4469
ENSG00000154174,TOMM70,HGNC:11985
ENSG00000154175,ABI3BP,HGNC:17265
ENSG00000154188,ANGPT1,HGNC:484
ENSG00000154217,PITPNC1,HGNC:21045
ENSG00000154222,CC2D1B,HGNC:29386
ENSG00000154227,CERS3,HGNC:23752
ENSG00000154229,PRKCA,HGNC:9393
ENSG00000154237,LRRK1,HGNC:18608
ENSG00000154240,CEP112,HGNC:28514
ENSG00000154252,GAL3ST2,HGNC:24869
ENSG00000154258,ABCA9,HGNC:39
ENSG00000154262,ABCA6,HGNC:36
ENSG00000154263,ABCA10,HGNC:30
ENSG00000154265,ABCA5,HGNC:35
ENSG00000154269,ENPP3,HGNC:3358
ENSG00000154274,C4orf19,HGNC:25618
ENSG00000154277,UCHL1,HGNC:12513
ENSG00000154305,MIA3,HGNC:24008
ENSG00000154309,DISP1,HGNC:19711
ENSG00000154310,TNIK,HGNC:30765
ENSG00000154319,FAM167A,HGNC:15549
ENSG00000154328,NEIL2,HGNC:18956
ENSG00000154330,PGM5,HGNC:8908
ENSG00000154342,WNT3A,HGNC:15983
ENSG00000154358,OBSCN,HGNC:15719
ENSG00000154359,LONRF1,HGNC:26302
ENSG00000154370,TRIM11,HGNC:16281
ENSG00000154380,ENAH,HGNC:18271
ENSG00000154415,PPP1R3A,HGNC:9291
ENSG00000154429,CCSAP,HGNC:29578
ENSG00000154438,ASZ1,HGNC:1350
ENSG00000154447,SH3RF1,HGNC:17650
ENSG00000154451,GBP5,HGNC:19895
ENSG00000154473,BUB3,HGNC:1151
ENSG00000154478,GPR26,HGNC:4481
ENSG00000154479,CCDC173,HGNC:25064
ENSG00000154485,MMP21,HGNC:14357
ENSG00000154493,C10orf90,HGNC:26563
ENSG00000154511,DIPK1A,HGNC:32213
ENSG00000154518,ATP5MC3,HGNC:843
ENSG00000154529,CNTNAP3B,HGNC:32035
ENSG00000154545,MAGED4,HGNC:23793
ENSG00000154548,SRSF12,HGNC:21220
ENSG00000154553,PDLIM3,HGNC:20767
ENSG00000154556,SORBS2,HGNC:24098
ENSG00000154582,ELOC,HGNC:11617
ENSG00000154589,LY96,HGNC:17156
ENSG00000154611,PSMA8,HGNC:22985
ENSG00000154620,TMSB4Y,HGNC:11882
ENSG00000154639,CXADR,HGNC:2559
ENSG00000154640,BTG3,HGNC:1132
ENSG00000154642,C21orf91,HGNC:16459
ENSG00000154645,CHODL,HGNC:17807
ENSG00000154646,TMPRSS15,HGNC:9490
ENSG00000154654,NCAM2,HGNC:7657
ENSG00000154655,L3MBTL4,HGNC:26677
ENSG00000154678,PDE1C,HGNC:8776
ENSG00000154710,RABGEF1,HGNC:17676
ENSG00000154719,MRPL39,HGNC:14027
ENSG00000154721,JAM2,HGNC:14686
ENSG00000154723,ATP5PF,HGNC:847
ENSG00000154727,GABPA,HGNC:4071
ENSG00000154734,ADAMTS1,HGNC:217
ENSG00000154736,ADAMTS5,HGNC:221
ENSG00000154743,TSEN2,HGNC:28422
ENSG00000154760,SLFN13,HGNC:26481
ENSG00000154764,WNT7A,HGNC:12786
ENSG00000154767,XPC,HGNC:12816
ENSG00000154781,CCDC174,HGNC:28033
ENSG00000154783,FGD5,HGNC:19117
ENSG00000154803,FLCN,HGNC:27310
ENSG00000154813,DPH3,HGNC:27717
ENSG00000154814,OXNAD1,HGNC:25128
ENSG00000154822,PLCL2,HGNC:9064
ENSG00000154832,CXXC1,HGNC:24343
ENSG00000154839,SKA1,HGNC:28109
ENSG00000154845,PPP4R1,HGNC:9320
ENSG00000154856,APCDD1,HGNC:15718
ENSG00000154864,PIEZO2,HGNC:26270
ENSG00000154889,MPPE1,HGNC:15988
ENSG00000154914,USP43,HGNC:20072
ENSG00000154917,RAB6B,HGNC:14902
ENSG00000154920,EME1,HGNC:24965
ENSG00000154928,EPHB1,HGNC:3392
ENSG00000154930,ACSS1,HGNC:16091
ENSG00000154945,ANKRD40,HGNC:28233
ENSG00000154957,ZNF18,HGNC:12969
ENSG00000154975,CA10,HGNC:1369
ENSG00000154978,VOPP1,HGNC:34518
ENSG00000154997,SEPTIN14,HGNC:33280
ENSG00000155008,APOOL,HGNC:24009
ENSG00000155011,DKK2,HGNC:2892
ENSG00000155016,CYP2U1,HGNC:20582
ENSG00000155026,RSPH10B,HGNC:27362
ENSG00000155034,FBXL18,HGNC:21874
ENSG00000155052,CNTNAP5,HGNC:18748
ENSG00000155066,PROM2,HGNC:20685
ENSG00000155085,AK9,HGNC:33814
ENSG00000155087,ODF1,HGNC:8113
ENSG00000155090,KLF10,HGNC:11810
ENSG00000155093,PTPRN2,HGNC:9677
ENSG00000155096,AZIN1,HGNC:16432
ENSG00000155097,ATP6V1C1,HGNC:856
ENSG00000155099,PIP4P2,HGNC:25452
ENSG00000155100,OTUD6B,HGNC:24281
ENSG00000155111,CDK19,HGNC:19338
ENSG00000155115,GTF3C6,HGNC:20872
ENSG00000155158,TTC39B,HGNC:23704
ENSG00000155189,AGPAT5,HGNC:20886
ENSG00000155229,MMS19,HGNC:13824
ENSG00000155249,OR4K1,HGNC:14726
ENSG00000155252,PI4K2A,HGNC:30031
ENSG00000155254,MARVELD1,HGNC:28674
ENSG00000155256,ZFYVE27,HGNC:26559
ENSG00000155265,GOLGA7B,HGNC:31668
ENSG00000155269,GPR78,HGNC:4528
ENSG00000155275,TRMT44,HGNC:26653
ENSG00000155287,SLC25A28,HGNC:23472
ENSG00000155304,HSPA13,HGNC:11375
ENSG00000155307,SAMSN1,HGNC:10528
ENSG00000155313,USP25,HGNC:12624
ENSG00000155324,GRAMD2B,HGNC:24911
ENSG00000155329,ZCCHC10,HGNC:25954
ENSG00000155330,C16orf87,HGNC:33754
ENSG00000155363,MOV10,HGNC:7200
ENSG00000155366,RHOC,HGNC:669
ENSG00000155367,PPM1J,HGNC:20785
ENSG00000155368,DBI,HGNC:2690
ENSG00000155380,SLC16A1,HGNC:10922
ENSG00000155393,HEATR3,HGNC:26087
ENSG00000155428,TRIM74,HGNC:17453
ENSG00000155438,NIFK,HGNC:17838
ENSG00000155463,OXA1L,HGNC:8526
ENSG00000155465,SLC7A7,HGNC:11065
ENSG00000155495,MAGEC1,HGNC:6812
ENSG00000155506,LARP1,HGNC:29531
ENSG00000155508,CNOT8,HGNC:9207
ENSG00000155511,GRIA1,HGNC:4571
ENSG00000155530,LRGUK,HGNC:21964
ENSG00000155542,SETD9,HGNC:28508
ENSG00000155545,MIER3,HGNC:26678
ENSG00000155561,NUP205,HGNC:18658
ENSG00000155592,ZKSCAN2,HGNC:25677
ENSG00000155621,C9orf85,HGNC:28784
ENSG00000155622,XAGE2,HGNC:4112
ENSG00000155629,PIK3AP1,HGNC:30034
ENSG00000155636,RBM45,HGNC:24468
ENSG00000155657,TTN,HGNC:12403
ENSG00000155659,VSIG4,HGNC:17032
ENSG00000155660,PDIA4,HGNC:30167
ENSG00000155666,KDM8,HGNC:25840
ENSG00000155714,PDZD9,HGNC:28740
ENSG00000155719,OTOA,HGNC:16378
ENSG00000155729,KCTD18,HGNC:26446
ENSG00000155744,FAM126B,HGNC:28593
ENSG00000155749,FLACC1,HGNC:14439
ENSG00000155754,C2CD6,HGNC:14438
ENSG00000155755,TMEM237,HGNC:14432
ENSG00000155760,FZD7,HGNC:4045
ENSG00000155761,SPAG17,HGNC:26620
ENSG00000155792,DEPTOR,HGNC:22953
ENSG00000155816,FMN2,HGNC:14074
ENSG00000155827,RNF20,HGNC:10062
ENSG00000155833,CYLC2,HGNC:2583
ENSG00000155846,PPARGC1B,HGNC:30022
ENSG00000155849,ELMO1,HGNC:16286
ENSG00000155850,SLC26A2,HGNC:10994
ENSG00000155858,LSM11,HGNC:30860
ENSG00000155868,MED7,HGNC:2378
ENSG00000155875,SAXO1,HGNC:28566
ENSG00000155876,RRAGA,HGNC:16963
ENSG00000155886,SLC24A2,HGNC:10976
ENSG00000155890,TRIM42,HGNC:19014
ENSG00000155893,PXYLP1,HGNC:26303
ENSG00000155897,ADCY8,HGNC:239
ENSG00000155903,RASA2,HGNC:9872
ENSG00000155906,RMND1,HGNC:21176
ENSG00000155918,RAET1L,HGNC:16798
ENSG00000155926,SLA,HGNC:10902
ENSG00000155957,TMBIM4,HGNC:24257
ENSG00000155959,VBP1,HGNC:12662
ENSG00000155961,RAB39B,HGNC:16499
ENSG00000155962,CLIC2,HGNC:2063
ENSG00000155966,AFF2,HGNC:3776
ENSG00000155970,MICU3,HGNC:27820
ENSG00000155974,GRIP1,HGNC:18708
ENSG00000155975,VPS37A,HGNC:24928
ENSG00000155980,KIF5A,HGNC:6323
ENSG00000156006,NAT2,HGNC:7646
ENSG00000156009,MAGEA8,HGNC:6806
ENSG00000156011,PSD3,HGNC:19093
ENSG00000156017,CARNMT1,HGNC:23435
ENSG00000156026,MCU,HGNC:23526
ENSG00000156030,MIDEAS,HGNC:19853
ENSG00000156042,CFAP70,HGNC:30726
ENSG00000156049,GNA14,HGNC:4382
ENSG00000156050,FAM161B,HGNC:19854
ENSG00000156052,GNAQ,HGNC:4390
ENSG00000156076,WIF1,HGNC:18081
ENSG00000156096,UGT2B4,HGNC:12553
ENSG00000156097,GPR61,HGNC:13300
ENSG00000156103,MMP16,HGNC:7162
ENSG00000156110,ADK,HGNC:257
ENSG00000156113,KCNMA1,HGNC:6284
ENSG00000156127,BATF,HGNC:958
ENSG00000156136,DCK,HGNC:2704
ENSG00000156140,ADAMTS3,HGNC:219
ENSG00000156150,ALX3,HGNC:449
ENSG00000156162,DPY19L4,HGNC:27829
ENSG00000156170,NDUFAF6,HGNC:28625
ENSG00000156171,DRAM2,HGNC:28769
ENSG00000156172,C8orf37,HGNC:27232
ENSG00000156194,PPEF2,HGNC:9244
ENSG00000156206,CFAP161,HGNC:26782
ENSG00000156218,ADAMTSL3,HGNC:14633
ENSG00000156219,ART3,HGNC:725
ENSG00000156222,SLC28A1,HGNC:11001
ENSG00000156232,WHAMM,HGNC:30493
ENSG00000156234,CXCL13,HGNC:10639
ENSG00000156239,N6AMT1,HGNC:16021
ENSG00000156253,RWDD2B,HGNC:1302
ENSG00000156256,USP16,HGNC:12614
ENSG00000156261,CCT8,HGNC:1623
ENSG00000156265,MAP3K7CL,HGNC:16457
ENSG00000156269,NAA11,HGNC:28125
ENSG00000156273,BACH1,HGNC:935
ENSG00000156282,CLDN17,HGNC:2038
ENSG00000156284,CLDN8,HGNC:2050
ENSG00000156298,TSPAN7,HGNC:11854
ENSG00000156299,TIAM1,HGNC:11805
ENSG00000156304,SCAF4,HGNC:19304
ENSG00000156313,RPGR,HGNC:10295
ENSG00000156345,CDK20,HGNC:21420
ENSG00000156374,PCGF6,HGNC:21156
ENSG00000156381,ANKRD9,HGNC:20096
ENSG00000156384,SFR1,HGNC:29574
ENSG00000156395,SORCS3,HGNC:16699
ENSG00000156398,SFXN2,HGNC:16086
ENSG00000156411,ATP5MPL,HGNC:1188
ENSG00000156413,FUT6,HGNC:4017
ENSG00000156414,TDRD9,HGNC:20122
ENSG00000156427,FGF18,HGNC:3674
ENSG00000156453,PCDH1,HGNC:8655
ENSG00000156463,SH3RF2,HGNC:26299
ENSG00000156466,GDF6,HGNC:4221
ENSG00000156467,UQCRB,HGNC:12582
ENSG00000156469,MTERF3,HGNC:24258
ENSG00000156471,PTDSS1,HGNC:9587
ENSG00000156475,PPP2R2B,HGNC:9305
ENSG00000156482,RPL30,HGNC:10333
ENSG00000156486,KCNS2,HGNC:6301
ENSG00000156500,FAM122C,HGNC:25202
ENSG00000156502,SUPV3L1,HGNC:11471
ENSG00000156504,FAM122B,HGNC:30490
ENSG00000156508,EEF1A1,HGNC:3189
ENSG00000156509,FBXO43,HGNC:28521
ENSG00000156510,HKDC1,HGNC:23302
ENSG00000156515,HK1,HGNC:4922
ENSG00000156521,TYSND1,HGNC:28531
ENSG00000156531,PHF6,HGNC:18145
ENSG00000156535,CD109,HGNC:21685
ENSG00000156564,LRFN2,HGNC:21226
ENSG00000156574,NODAL,HGNC:7865
ENSG00000156575,PRG3,HGNC:9363
ENSG00000156587,UBE2L6,HGNC:12490
ENSG00000156599,ZDHHC5,HGNC:18472
ENSG00000156603,MED19,HGNC:29600
ENSG00000156639,ZFAND3,HGNC:18019
ENSG00000156642,NPTN,HGNC:17867
ENSG00000156650,KAT6B,HGNC:17582
ENSG00000156671,SAMD8,HGNC:26320
ENSG00000156675,RAB11FIP1,HGNC:30265
ENSG00000156687,UNC5D,HGNC:18634
ENSG00000156689,GLYATL2,HGNC:24178
ENSG00000156697,UTP14A,HGNC:10665
ENSG00000156709,AIFM1,HGNC:8768
ENSG00000156711,MAPK13,HGNC:6875
ENSG00000156735,BAG4,HGNC:940
ENSG00000156738,MS4A1,HGNC:7315
ENSG00000156787,TBC1D31,HGNC:30888
ENSG00000156795,NTAQ1,HGNC:25490
ENSG00000156802,ATAD2,HGNC:30123
ENSG00000156804,FBXO32,HGNC:16731
ENSG00000156831,NSMCE2,HGNC:26513
ENSG00000156853,ZNF689,HGNC:25173
ENSG00000156858,PRR14,HGNC:28458
ENSG00000156860,FBRS,HGNC:20442
ENSG00000156869,FRRS1,HGNC:27622
ENSG00000156873,PHKG2,HGNC:8931
ENSG00000156875,MFSD14A,HGNC:23363
ENSG00000156876,SASS6,HGNC:25403
ENSG00000156885,COX6A2,HGNC:2279
ENSG00000156886,ITGAD,HGNC:6146
ENSG00000156920,ADGRG4,HGNC:18992
ENSG00000156925,ZIC3,HGNC:12874
ENSG00000156928,MALSU1,HGNC:21721
ENSG00000156931,VPS8,HGNC:29122
ENSG00000156958,GALK2,HGNC:4119
ENSG00000156959,LHFPL4,HGNC:29568
ENSG00000156966,B3GNT7,HGNC:18811
ENSG00000156968,MPV17L,HGNC:26827
ENSG00000156970,BUB1B,HGNC:1149
ENSG00000156973,PDE6D,HGNC:8788
ENSG00000156976,EIF4A2,HGNC:3284
ENSG00000156983,BRPF1,HGNC:14255
ENSG00000156990,RPUSD3,HGNC:28437
ENSG00000157005,SST,HGNC:11329
ENSG00000157014,TATDN2,HGNC:28988
ENSG00000157017,GHRL,HGNC:18129
ENSG00000157020,SEC13,HGNC:10697
ENSG00000157036,EXOG,HGNC:3347
ENSG00000157045,NTAN1,HGNC:29909
ENSG00000157060,SHCBP1L,HGNC:16788
ENSG00000157064,NMNAT2,HGNC:16789
ENSG00000157077,ZFYVE9,HGNC:6775
ENSG00000157087,ATP2B2,HGNC:815
ENSG00000157093,LYZL4,HGNC:28387
ENSG00000157103,SLC6A1,HGNC:11042
ENSG00000157106,SMG1,HGNC:30045
ENSG00000157107,FCHO2,HGNC:25180
ENSG00000157110,RBPMS,HGNC:19097
ENSG00000157111,TMEM171,HGNC:27031
ENSG00000157119,KLHL40,HGNC:30372
ENSG00000157131,C8A,HGNC:1352
ENSG00000157150,TIMP4,HGNC:11823
ENSG00000157152,SYN2,HGNC:11495
ENSG00000157168,NRG1,HGNC:7997
ENSG00000157181,ODR4,HGNC:24299
ENSG00000157184,CPT2,HGNC:2330
ENSG00000157191,NECAP2,HGNC:25528
ENSG00000157193,LRP8,HGNC:6700
ENSG00000157211,CDCP2,HGNC:27297
ENSG00000157212,PAXIP1,HGNC:8624
ENSG00000157214,STEAP2,HGNC:17885
ENSG00000157216,SSBP3,HGNC:15674
ENSG00000157219,HTR5A,HGNC:5300
ENSG00000157224,CLDN12,HGNC:2034
ENSG00000157227,MMP14,HGNC:7160
ENSG00000157240,FZD1,HGNC:4038
ENSG00000157259,GATAD1,HGNC:29941
ENSG00000157303,SUSD3,HGNC:28391
ENSG00000157315,TMED6,HGNC:28331
ENSG00000157322,CLEC18A,HGNC:30388
ENSG00000157326,DHRS4,HGNC:16985
ENSG00000157330,C1orf158,HGNC:28567
ENSG00000157335,CLEC18C,HGNC:28538
ENSG00000157343,ARMC12,HGNC:21099
ENSG00000157349,DDX19B,HGNC:2742
ENSG00000157350,ST3GAL2,HGNC:10863
ENSG00000157353,FCSK,HGNC:29500
ENSG00000157368,IL34,HGNC:28529
ENSG00000157379,DHRS1,HGNC:16445
ENSG00000157388,CACNA1D,HGNC:1391
ENSG00000157399,ARSL,HGNC:719
ENSG00000157404,KIT,HGNC:6342
ENSG00000157423,HYDIN,HGNC:19368
ENSG00000157426,AASDH,HGNC:23993
ENSG00000157429,ZNF19,HGNC:12981
ENSG00000157445,CACNA2D3,HGNC:15460
ENSG00000157450,RNF111,HGNC:17384
ENSG00000157456,CCNB2,HGNC:1580
ENSG00000157470,FAM81A,HGNC:28379
ENSG00000157483,MYO1E,HGNC:7599
ENSG00000157500,APPL1,HGNC:24035
ENSG00000157502,PWWP3B,HGNC:26583
ENSG00000157510,AFAP1L1,HGNC:26714
ENSG00000157514,TSC22D3,HGNC:3051
ENSG00000157538,VPS26C,HGNC:3044
ENSG00000157540,DYRK1A,HGNC:3091
ENSG00000157542,KCNJ6,HGNC:6267
ENSG00000157551,KCNJ15,HGNC:6261
ENSG00000157554,ERG,HGNC:3446
ENSG00000157557,ETS2,HGNC:3489
ENSG00000157570,TSPAN18,HGNC:20660
ENSG00000157578,LCA5L,HGNC:1255
ENSG00000157593,SLC35B2,HGNC:16872
ENSG00000157600,TMEM164,HGNC:26217
ENSG00000157601,MX1,HGNC:7532
ENSG00000157613,CREB3L1,HGNC:18856
ENSG00000157617,C2CD2,HGNC:1266
ENSG00000157625,TAB3,HGNC:30681
ENSG00000157637,SLC38A10,HGNC:28237
ENSG00000157653,C9orf43,HGNC:23570
ENSG00000157654,PALM2AKAP2,HGNC:33529
ENSG00000157657,ZNF618,HGNC:29416
ENSG00000157680,DGKI,HGNC:2855
ENSG00000157693,TMEM268,HGNC:24513
ENSG00000157703,SVOPL,HGNC:27034
ENSG00000157734,SNX22,HGNC:16315
ENSG00000157741,UBN2,HGNC:21931
ENSG00000157764,BRAF,HGNC:1097
ENSG00000157765,SLC34A2,HGNC:11020
ENSG00000157766,ACAN,HGNC:319
ENSG00000157778,PSMG3,HGNC:22420
ENSG00000157782,CABP1,HGNC:1384
ENSG00000157796,WDR19,HGNC:18340
ENSG00000157800,SLC37A3,HGNC:20651
ENSG00000157823,AP3S2,HGNC:571
ENSG00000157827,FMNL2,HGNC:18267
ENSG00000157833,GAREM2,HGNC:27172
ENSG00000157837,SPPL3,HGNC:30424
ENSG00000157851,DPYSL5,HGNC:20637
ENSG00000157856,DRC1,HGNC:24245
ENSG00000157869,RAB28,HGNC:9768
ENSG00000157870,PRXL2B,HGNC:28390
ENSG00000157873,TNFRSF14,HGNC:11912
ENSG00000157881,PANK4,HGNC:19366
ENSG00000157884,CIB4,HGNC:33703
ENSG00000157890,MEGF11,HGNC:29635
ENSG00000157895,C12orf43,HGNC:25719
ENSG00000157911,PEX10,HGNC:8851
ENSG00000157916,RER1,HGNC:30309
ENSG00000157927,RADIL,HGNC:22226
ENSG00000157933,SKI,HGNC:10896
ENSG00000157954,WIPI2,HGNC:32225
ENSG00000157978,LDLRAP1,HGNC:18640
ENSG00000157985,AGAP1,HGNC:16922
ENSG00000157992,KRTCAP3,HGNC:28943
ENSG00000157999,ANKRD61,HGNC:22467
ENSG00000158006,PAFAH2,HGNC:8579
ENSG00000158008,EXTL1,HGNC:3515
ENSG00000158014,SLC30A2,HGNC:11013
ENSG00000158019,BABAM2,HGNC:1106
ENSG00000158022,TRIM63,HGNC:16007
ENSG00000158023,CFAP251,HGNC:28506
ENSG00000158042,MRPL17,HGNC:14053
ENSG00000158050,DUSP2,HGNC:3068
ENSG00000158055,GRHL3,HGNC:25839
ENSG00000158062,UBXN11,HGNC:30600
ENSG00000158077,NLRP14,HGNC:22939
ENSG00000158079,PTPDC1,HGNC:30184
ENSG00000158089,GALNT14,HGNC:22946
ENSG00000158092,NCK1,HGNC:7664
ENSG00000158104,HPD,HGNC:5147
ENSG00000158106,RHPN1,HGNC:19973
ENSG00000158109,TPRG1L,HGNC:27007
ENSG00000158113,LRRC43,HGNC:28562
ENSG00000158122,PRXL2C,HGNC:16881
ENSG00000158125,XDH,HGNC:12805
ENSG00000158156,XKR8,HGNC:25508
ENSG00000158158,CNNM4,HGNC:105
ENSG00000158161,EYA3,HGNC:3521
ENSG00000158163,DZIP1L,HGNC:26551
ENSG00000158164,TMSB15A,HGNC:30744
ENSG00000158169,FANCC,HGNC:3584
ENSG00000158186,MRAS,HGNC:7227
ENSG00000158195,WASF2,HGNC:12733
ENSG00000158201,ABHD3,HGNC:18718
ENSG00000158220,ESYT3,HGNC:24295
ENSG00000158234,FAIM,HGNC:18703
ENSG00000158246,TENT5B,HGNC:28273
ENSG00000158258,CLSTN2,HGNC:17448
ENSG00000158270,COLEC12,HGNC:16016
ENSG00000158286,RNF207,HGNC:32947
ENSG00000158290,CUL4B,HGNC:2555
ENSG00000158292,GPR153,HGNC:23618
ENSG00000158296,SLC13A3,HGNC:14430
ENSG00000158301,GPRASP2,HGNC:25169
ENSG00000158315,RHBDL2,HGNC:16083
ENSG00000158321,AUTS2,HGNC:14262
ENSG00000158352,SHROOM4,HGNC:29215
ENSG00000158373,H2BC5,HGNC:4747
ENSG00000158402,CDC25C,HGNC:1727
ENSG00000158406,H4C8,HGNC:4788
ENSG00000158411,MITD1,HGNC:25207
ENSG00000158417,EIF5B,HGNC:30793
ENSG00000158423,RIBC1,HGNC:26537
ENSG00000158427,TMSB15B,HGNC:28612
ENSG00000158428,CATIP,HGNC:25062
ENSG00000158435,CNOT11,HGNC:25217
ENSG00000158445,KCNB1,HGNC:6231
ENSG00000158457,TSPAN33,HGNC:28743
ENSG00000158458,NRG2,HGNC:7998
ENSG00000158467,AHCYL2,HGNC:22204
ENSG00000158470,B4GALT5,HGNC:928
